panel,delta,input,T,y,width,p0,coherent,omitted_cross,nonlinear,cc,cl,ll
a,1e-06,1,242.44843145461283,-2.4000000000000004,139.78180006918654,0.03679019946676568,-3.475517600757051e-05,-2.5349507183216605e-05,-3.473720198284708e-05,-1.2099868816651072e-06,-9.40566882435391e-06,-2.4139520301551498e-05
a,1e-06,1,242.44843145461283,-2.0,139.78180006918654,0.03679019946676568,-3.278702808767625e-05,-2.4554331803449817e-05,-3.2770979223002705e-05,-1.0203286488357532e-06,-8.232696284226434e-06,-2.3534003154614064e-05
a,1e-06,1,242.44843145461283,-1.6,139.78180006918654,0.03679019946676568,-3.0874388518006e-05,-2.3787064752263716e-05,-3.086010647152665e-05,-8.549420909364398e-07,-7.087323765742282e-06,-2.2932122661327276e-05
a,1e-06,1,242.44843145461283,-1.2000000000000002,139.78180006918654,0.03679019946676568,-2.9017519733283605e-05,-2.304784036825577e-05,-2.9004854552164283e-05,-7.137535507790796e-07,-5.969679365027836e-06,-2.233408681747669e-05
a,1e-06,1,242.44843145461283,-0.8,139.78180006918654,0.03679019946676568,-2.721669722755206e-05,-2.2336804218130032e-05,-2.7205507650444882e-05,-5.967013980902556e-07,-4.879893009422028e-06,-2.1740102820039777e-05
a,1e-06,1,242.44843145461283,-0.4,139.78180006918654,0.03679019946676568,-2.5472209697935105e-05,-2.1654113057970442e-05,-2.546236278423014e-05,-5.037360754907618e-07,-3.818096639964663e-06,-2.115037698247968e-05
a,1e-06,1,242.44843145461283,0.0,139.78180006918654,0.03679019946676568,-2.378435917000536e-05,-2.099993478494829e-05,-2.3775729619465724e-05,-4.348201348102752e-07,-2.7844243850570716e-06,-2.0565114650138013e-05
a,1e-06,1,242.44843145461283,0.4,139.78180006918654,0.03679019946676568,-2.215346110469606e-05,-2.0374448379540394e-05,-2.214593224122291e-05,-3.8992826376392514e-07,-1.779012725155667e-06,-1.9984520115776468e-05
a,1e-06,1,242.44843145461283,0.8,139.78180006918654,0.03679019946676568,-2.057984448643553e-05,-1.977784383833858e-05,-2.0573307087400072e-05,-3.690473029998475e-07,-8.020006480969504e-07,-1.9408796535338733e-05
a,1e-06,1,242.44843145461283,1.2000000000000002,139.78180006918654,0.03679019946676568,-1.906385189234516e-05,-1.9210322097494205e-05,-1.9058203495965487e-05,-3.721762535301167e-07,1.464702051490461e-07,-1.8838145843964087e-05
a,1e-06,1,242.44843145461283,1.6,139.78180006918654,0.03679019946676568,-1.760583954230922e-05,-1.8672094946893504e-05,-1.760098550514233e-05,-3.9932627455029317e-07,1.066255404584284e-06,-1.827276867234321e-05
a,1e-06,1,242.44843145461283,2.0,139.78180006918654,0.03679019946676568,-1.620617732964187e-05,-1.8163384935079223e-05,-1.6202029693809794e-05,-4.5052067163794534e-07,1.9572076054373532e-06,-1.7712864263441276e-05
a,1e-06,1,242.44843145461283,2.4000000000000004,139.78180006918654,0.03679019946676568,-1.4865248832010524e-05,-1.7684425264706064e-05,-1.4861726179572765e-05,-5.257948753242337e-07,2.819176432695539e-06,-1.715863038938183e-05
a,1e-06,1,242.44843145461283,2.8000000000000003,139.78180006918654,0.03679019946676568,-1.3583451302840885e-05,-1.72354596791175e-05,-1.3580479157795922e-05,-6.251964100223306e-07,3.652008376276614e-06,-1.661026326909517e-05
a,1e-06,1,242.44843145461283,3.2,139.78180006918654,0.03679019946676568,-1.2361195642495596e-05,-1.6816742339449493e-05,-1.2358705271886539e-05,-7.487848532868913e-07,4.455546696953897e-06,-1.6067957486162602e-05
a,1e-06,1,242.44843145461283,3.6,139.78180006918654,0.03679019946676568,-1.1198906349410705e-05,-1.6428537692668218e-05,-1.1196835655924442e-05,-8.966317853772309e-07,5.229631343257513e-06,-1.5531905907290986e-05
a,1e-06,1,242.44843145461283,4.0,139.78180006918654,0.03679019946676568,-1.0097021450822498e-05,-1.607112033038731e-05,-1.0095313249310067e-05,-1.0688207290885757e-06,5.974098879564812e-06,-1.5002299601298732e-05
a,1e-06,1,242.44843145461283,4.4,139.78180006918654,0.03679019946676568,-9.055992412998544e-06,-1.5744774838526508e-05,-9.05459552471427e-06,-1.2654470798116486e-06,6.688782425527964e-06,-1.4479327758714859e-05
a,1e-06,1,242.44843145461283,4.800000000000001,139.78180006918654,0.03679019946676568,-8.076284030802172e-06,-1.5449795637808114e-05,-8.075152796327423e-06,-1.4866180257723443e-06,7.373511607005942e-06,-1.396317761203577e-05
